,date,patient_SSN,room_number,stay_start,stay_end
50,2020-01-11,500000508,308,2020-01-11,2020-01-17
51,2020-01-12,500000329,209,2020-01-12,2020-01-15
52,2020-01-12,500000354,101,2020-01-12,2020-01-16
53,2020-01-12,500000252,103,2020-01-12,2020-01-15
54,2020-01-13,500000033,309,2020-01-13,2020-01-16
55,2020-01-13,500000478,206,2020-01-13,2020-01-16
56,2020-01-13,500000481,508,2020-01-13,2020-01-16
57,2020-01-13,500000180,406,2020-01-13,2020-01-15
58,2020-01-13,500000427,407,2020-01-13,2020-01-16
59,2020-01-14,500000239,305,2020-01-14,2020-01-19
60,2020-01-14,500000198,403,2020-01-14,2020-01-17
61,2020-01-14,500000215,402,2020-01-14,2020-01-16
62,2020-01-15,500000436,608,2020-01-15,2020-01-19
63,2020-01-15,500000414,601,2020-01-15,2020-01-18
64,2020-01-16,500000080,610,2020-01-16,2020-01-20
65,2020-01-16,500000046,209,2020-01-16,2020-01-21
66,2020-01-16,500000401,408,2020-01-16,2020-01-21
67,2020-01-16,500000180,507,2020-01-16,2020-01-19
68,2020-01-16,500000286,609,2020-01-16,2020-01-20
69,2020-01-16,500000203,109,2020-01-16,2020-01-22
70,2020-01-16,500000010,210,2020-01-16,2020-01-19
71,2020-01-16,500000390,506,2020-01-16,2020-01-20
72,2020-01-16,500000017,208,2020-01-16,2020-01-18
73,2020-01-16,500000462,204,2020-01-16,2020-01-20
74,2020-01-17,500000316,606,2020-01-17,2020-01-20
75,2020-01-17,500000113,205,2020-01-17,2020-01-20
76,2020-01-17,500000370,303,2020-01-17,2020-01-22
77,2020-01-17,500000125,501,2020-01-17,2020-01-21
78,2020-01-17,500000299,104,2020-01-17,2020-01-20
79,2020-01-17,500000210,201,2020-01-17,2020-01-22
80,2020-01-17,500000470,505,2020-01-17,2020-01-20
81,2020-01-17,500000404,605,2020-01-17,2020-01-20
82,2020-01-17,500000048,603,2020-01-17,2020-01-20
83,2020-01-18,500000320,407,2020-01-18,2020-01-21
84,2020-01-18,500000395,310,2020-01-18,2020-01-24
85,2020-01-18,500000066,401,2020-01-18,2020-01-21
86,2020-01-18,500000123,107,2020-01-18,2020-01-21
87,2020-01-18,500000054,607,2020-01-18,2020-01-21
88,2020-01-18,500000220,404,2020-01-18,2020-01-21
89,2020-01-18,500000303,108,2020-01-18,2020-01-21
90,2020-01-18,500000284,406,2020-01-18,2020-01-21
91,2020-01-18,500000476,410,2020-01-18,2020-01-22
92,2020-01-18,500000333,309,2020-01-18,2020-01-22
93,2020-01-19,500000041,101,2020-01-19,2020-01-22
94,2020-01-19,500000441,405,2020-01-19,2020-01-20
95,2020-01-20,500000355,103,2020-01-20,2020-01-24
96,2020-01-20,500000176,608,2020-01-20,2020-01-24
97,2020-01-20,500000352,207,2020-01-20,2020-01-23
98,2020-01-20,500000496,409,2020-01-20,2020-01-24
99,2020-01-20,500000251,206,2020-01-20,2020-01-25
100,2020-01-20,500000050,507,2020-01-20,2020-01-23
101,2020-01-20,500000328,210,2020-01-20,2020-01-23
102,2020-01-20,500000185,510,2020-01-20,2020-01-23
103,2020-01-20,500000078,504,2020-01-20,2020-01-24
104,2020-01-21,500000109,509,2020-01-21,2020-01-24
105,2020-01-21,500000058,102,2020-01-21,2020-01-24
106,2020-01-21,500000488,105,2020-01-21,2020-01-24
107,2020-01-23,500000385,401,2020-01-23,2020-01-26
108,2020-01-23,500000062,108,2020-01-23,2020-01-27
109,2020-01-23,500000387,305,2020-01-23,2020-01-27
110,2020-01-24,500000019,410,2020-01-24,2020-01-28
111,2020-01-24,500000044,109,2020-01-24,2020-01-27
112,2020-01-24,500000025,402,2020-01-24,2020-01-27
113,2020-01-24,500000202,609,2020-01-24,2020-01-27
114,2020-01-25,500000264,605,2020-01-25,2020-01-29
115,2020-01-25,500000242,101,2020-01-25,2020-01-31
116,2020-01-25,500000320,207,2020-01-25,2020-04-15
117,2020-01-25,500000375,607,2020-01-25,2020-01-28
118,2020-01-27,500000181,106,2020-01-27,2020-01-30
119,2020-01-27,500000240,403,2020-01-27,2020-03-17
120,2020-01-27,500000291,307,2020-01-27,2020-01-30
121,2020-01-27,500000064,309,2020-01-27,2020-01-30
122,2020-01-27,500000385,303,2020-01-27,2020-01-30
123,2020-01-27,500000241,202,2020-01-27,2020-01-31
124,2020-01-27,500000461,502,2020-01-27,2020-01-30
125,2020-01-27,500000265,508,2020-01-27,2020-01-30
126,2020-01-27,500000254,401,2020-01-27,2020-01-30
127,2020-01-28,500000151,510,2020-01-28,2020-01-31
128,2020-01-28,500000146,109,2020-01-28,2020-03-20
129,2020-01-29,500000022,201,2020-01-29,2020-02-03
130,2020-01-30,500000210,505,2020-01-30,2020-02-02
131,2020-01-30,500000354,605,2020-01-30,2020-02-02
132,2020-01-30,500000270,407,2020-01-30,2020-02-02
133,2020-01-30,500000027,506,2020-01-30,2020-02-03
134,2020-01-30,500000099,504,2020-01-30,2020-02-02
135,2020-01-30,500000084,408,2020-01-30,2020-02-05
136,2020-01-31,500000077,302,2020-01-31,2020-02-03
137,2020-01-31,500000443,404,2020-01-31,2020-02-03
138,2020-01-31,500000500,410,2020-01-31,2020-02-04
139,2020-02-01,500000080,503,2020-02-01,2020-02-04
140,2020-02-01,500000248,110,2020-02-01,2020-02-05
141,2020-02-01,500000334,402,2020-02-01,2020-02-05
142,2020-02-01,500000256,103,2020-02-01,2020-02-05
143,2020-02-01,500000385,603,2020-02-01,2020-02-04
144,2020-02-01,500000377,308,2020-02-01,2020-02-04
145,2020-02-01,500000156,204,2020-02-01,2020-02-04
146,2020-02-01,500000466,609,2020-02-01,2020-02-04
147,2020-02-01,500000186,205,2020-02-01,2020-02-06
148,2020-02-03,500000344,304,2020-02-03,2020-02-07
149,2020-02-03,500000271,605,2020-02-03,2020-02-08
150,2020-02-03,500000224,210,2020-02-03,2020-02-06
151,2020-02-03,500000348,601,2020-02-03,2020-02-06
152,2020-02-03,500000067,105,2020-02-03,2020-02-06
153,2020-02-03,500000192,502,2020-02-03,2020-02-06
154,2020-02-03,500000056,401,2020-02-03,2020-02-07
155,2020-02-04,500000480,301,2020-02-04,2020-02-07
156,2020-02-06,500000479,603,2020-02-06,2020-02-09
157,2020-02-06,500000032,510,2020-02-06,2020-02-11
158,2020-02-06,500000015,507,2020-02-06,2020-02-09
159,2020-02-06,500000040,302,2020-02-06,2020-02-10
160,2020-02-06,500000166,201,2020-02-06,2020-02-10
161,2020-02-06,500000304,306,2020-02-06,2020-02-09
162,2020-02-07,500000314,405,2020-02-07,2020-02-10
163,2020-02-07,500000262,103,2020-02-07,2020-02-10
164,2020-02-07,500000454,410,2020-02-07,2020-02-10
165,2020-02-07,500000502,203,2020-02-07,2020-02-10
166,2020-02-07,500000094,309,2020-02-07,2020-02-13
167,2020-02-07,500000293,202,2020-02-07,2020-02-11
168,2020-02-08,500000044,406,2020-02-08,2020-02-12
169,2020-02-08,500000251,402,2020-02-08,2020-02-13
170,2020-02-08,500000417,504,2020-02-08,2020-02-12
171,2020-02-08,500000250,601,2020-02-08,2020-02-12
172,2020-02-08,500000009,602,2020-02-08,2020-02-09
173,2020-02-08,500000152,102,2020-02-08,2020-02-12
174,2020-02-08,500000315,408,2020-02-08,2020-02-11
175,2020-02-08,500000220,104,2020-02-08,2020-02-11
176,2020-02-10,500000349,301,2020-02-10,2020-02-15
177,2020-02-10,500000169,507,2020-02-10,2020-02-13
178,2020-02-10,500000099,310,2020-02-10,2020-02-13
179,2020-02-10,500000193,110,2020-02-10,2020-02-15
180,2020-02-11,500000049,603,2020-02-11,2020-02-14
181,2020-02-13,500000210,304,2020-02-13,2020-02-19
182,2020-02-13,500000379,605,2020-02-13,2020-02-16
183,2020-02-13,500000073,102,2020-02-13,2020-02-17
184,2020-02-13,500000161,509,2020-02-13,2020-02-20
185,2020-02-13,500000186,302,2020-02-13,2020-02-16
186,2020-02-13,500000450,303,2020-02-13,2020-02-17
187,2020-02-13,500000423,209,2020-02-13,2020-02-18
188,2020-02-13,500000290,103,2020-02-13,2020-02-17
189,2020-02-13,500000114,210,2020-02-13,2020-02-16
190,2020-02-14,500000042,607,2020-02-14,2020-02-18
191,2020-02-14,500000205,601,2020-02-14,2020-02-17
192,2020-02-14,500000156,101,2020-02-14,2020-02-19
193,2020-02-14,500000200,206,2020-02-14,2020-02-18
194,2020-02-14,500000121,401,2020-02-14,2020-02-18
195,2020-02-15,500000493,208,2020-02-15,2020-04-17
196,2020-02-15,500000109,309,2020-02-15,2020-02-18
197,2020-02-15,500000108,405,2020-02-15,2020-02-18
198,2020-02-15,500000508,410,2020-02-15,2020-02-18
199,2020-02-17,500000035,104,2020-02-17,2020-02-21
200,2020-02-17,500000391,510,2020-02-17,2020-02-21
201,2020-02-17,500000359,608,2020-02-17,2020-02-21
202,2020-02-17,500000420,203,2020-02-17,2020-02-20
203,2020-02-20,500000124,606,2020-02-20,2020-02-24
204,2020-02-20,500000306,309,2020-02-20,2020-02-24
205,2020-02-21,500000009,408,2020-02-21,2020-02-25
206,2020-02-21,500000260,203,2020-02-21,2020-02-24
207,2020-02-21,500000505,201,2020-02-21,2020-02-24
208,2020-02-21,500000244,110,2020-02-21,2020-02-25
209,2020-02-21,500000277,401,2020-02-21,2020-02-24
210,2020-02-21,500000027,306,2020-02-21,2020-02-24
211,2020-02-21,500000178,602,2020-02-21,2020-02-25
212,2020-02-21,500000199,209,2020-02-21,2020-02-25
213,2020-02-21,500000350,101,2020-02-21,2020-02-24
214,2020-02-22,500000175,608,2020-02-22,2020-02-25
215,2020-02-22,500000450,404,2020-02-22,2020-02-25
216,2020-02-22,500000049,107,2020-02-22,2020-02-25
217,2020-02-22,500000499,102,2020-02-22,2020-02-26
218,2020-02-22,500000346,605,2020-02-22,2020-02-25
219,2020-02-24,500000229,108,2020-02-24,2020-02-27
220,2020-02-24,500000482,205,2020-02-24,2020-02-29
221,2020-02-24,500000120,202,2020-02-24,2020-02-27
222,2020-02-24,500000202,304,2020-02-24,2020-02-28
223,2020-02-24,500000292,504,2020-02-24,2020-02-29
224,2020-02-24,500000065,510,2020-02-24,2020-02-27
225,2020-02-24,500000378,301,2020-02-24,2020-02-28
226,2020-02-24,500000437,103,2020-02-24,2020-02-28
227,2020-02-25,500000241,604,2020-02-25,2020-02-28
228,2020-02-27,500000272,203,2020-02-27,2020-03-01
229,2020-02-27,500000297,210,2020-02-27,2020-03-01
230,2020-02-27,500000452,201,2020-02-27,2020-03-01
231,2020-02-27,500000469,405,2020-02-27,2020-03-01
232,2020-02-27,500000040,404,2020-02-27,2020-02-29
233,2020-02-27,500000364,102,2020-02-27,2020-03-04
234,2020-02-27,500000489,302,2020-02-27,2020-03-01
235,2020-02-27,500000376,603,2020-02-27,2020-03-02
236,2020-02-27,500000367,306,2020-02-27,2020-02-29
237,2020-02-27,500000248,401,2020-02-27,2020-03-02
238,2020-02-28,500000142,605,2020-02-28,2020-03-03
239,2020-02-28,500000257,308,2020-02-28,2020-03-02
240,2020-02-28,500000441,505,2020-02-28,2020-03-03
241,2020-02-28,500000143,601,2020-02-28,2020-03-02
242,2020-02-28,500000148,602,2020-02-28,2020-03-02
243,2020-02-28,500000393,309,2020-02-28,2020-03-02
244,2020-02-28,500000253,507,2020-02-28,2020-03-02
245,2020-02-28,500000102,107,2020-02-28,2020-03-02
246,2020-02-28,500000366,106,2020-02-28,2020-03-05
247,2020-02-29,500000438,406,2020-02-29,2020-03-05
248,2020-02-29,500000434,407,2020-02-29,2020-03-05
249,2020-02-29,500000357,303,2020-02-29,2020-03-04
250,2020-02-29,500000436,110,2020-02-29,2020-03-03
251,2020-02-29,500000433,108,2020-02-29,2020-03-03
252,2020-02-29,500000340,510,2020-02-29,2020-03-03
253,2020-02-29,500000057,606,2020-02-29,2020-03-04
254,2020-02-29,500000099,409,2020-02-29,2020-03-03
255,2020-02-29,500000133,506,2020-02-29,2020-03-03
256,2020-03-02,500000490,404,2020-03-02,2020-03-05
257,2020-03-02,500000312,509,2020-03-02,2020-03-07
258,2020-03-02,500000179,203,2020-03-02,2020-03-07
259,2020-03-03,500000301,608,2020-03-03,2020-03-06
260,2020-03-03,500000421,607,2020-03-03,2020-03-06
261,2020-03-03,500000170,503,2020-03-03,2020-03-07
262,2020-03-04,500000497,401,2020-03-04,2020-03-07
263,2020-03-05,500000477,604,2020-03-05,2020-03-09
264,2020-03-05,500000445,402,2020-03-05,2020-03-08
265,2020-03-05,500000168,309,2020-03-05,2020-03-07
266,2020-03-05,500000215,501,2020-03-05,2020-03-09
267,2020-03-05,500000454,610,2020-03-05,2020-03-08
268,2020-03-05,500000289,302,2020-03-05,2020-03-09
269,2020-03-06,500000288,106,2020-03-06,2020-03-10
270,2020-03-06,500000422,305,2020-03-06,2020-03-10
271,2020-03-06,500000409,307,2020-03-06,2020-03-09
272,2020-03-06,500000018,204,2020-03-06,2020-03-09
273,2020-03-06,500000224,310,2020-03-06,2020-03-09
274,2020-03-06,500000024,410,2020-03-06,2020-03-11
275,2020-03-06,500000228,508,2020-03-06,2020-03-08
276,2020-03-06,500000097,405,2020-03-06,2020-03-09
277,2020-03-06,500000324,110,2020-03-06,2020-03-10
278,2020-03-06,500000086,603,2020-03-06,2020-03-10
279,2020-03-07,500000206,303,2020-03-07,2020-03-11
280,2020-03-07,500000370,209,2020-03-07,2020-03-10
281,2020-03-07,500000427,304,2020-03-07,2020-03-10
282,2020-03-07,500000242,102,2020-03-07,2020-03-10
283,2020-03-07,500000266,608,2020-03-07,2020-03-11
284,2020-03-08,500000362,606,2020-03-08,2020-03-14
285,2020-03-08,500000017,206,2020-03-08,2020-03-11
286,2020-03-09,500000474,502,2020-03-09,2020-03-12
287,2020-03-09,500000200,509,2020-03-09,2020-03-12
288,2020-03-09,500000367,407,2020-03-09,2020-03-12
289,2020-03-09,500000131,306,2020-03-09,2020-03-13
290,2020-03-09,500000046,409,2020-03-09,2020-03-12
291,2020-03-09,500000084,105,2020-03-09,2020-03-13
292,2020-03-09,500000301,504,2020-03-09,2020-03-14
293,2020-03-09,500000380,505,2020-03-09,2020-03-13
294,2020-03-09,500000259,210,2020-03-09,2020-03-14
295,2020-03-10,500000160,203,2020-03-10,2020-03-14
296,2020-03-11,500000015,104,2020-03-11,2020-03-14
297,2020-03-11,500000172,604,2020-03-11,2020-03-14
298,2020-03-11,500000454,401,2020-03-11,2020-03-13
299,2020-03-12,500000087,309,2020-03-12,2020-03-17
300,2020-03-12,500000420,507,2020-03-12,2020-03-15
301,2020-03-12,500000428,408,2020-03-12,2020-03-16
302,2020-03-12,500000045,103,2020-03-12,2020-03-15
303,2020-03-13,500000353,602,2020-03-13,2020-03-16
304,2020-03-13,500000036,204,2020-03-13,2020-03-16
305,2020-03-13,500000190,302,2020-03-13,2020-03-17
306,2020-03-13,500000297,407,2020-03-13,2020-03-18
307,2020-03-13,500000287,201,2020-03-13,2020-03-17
308,2020-03-13,500000047,106,2020-03-13,2020-03-16
309,2020-03-13,500000270,308,2020-03-13,2020-03-17
310,2020-03-13,500000221,603,2020-03-13,2020-03-18
311,2020-03-13,500000395,607,2020-03-13,2020-03-18
312,2020-03-13,500000451,508,2020-03-13,2020-03-16
313,2020-03-14,500000131,202,2020-03-14,2020-03-17
314,2020-03-14,500000374,605,2020-03-14,2020-03-17
315,2020-03-14,500000432,601,2020-03-14,2020-03-17
316,2020-03-16,500000144,610,2020-03-16,2020-03-19
317,2020-03-16,500000434,110,2020-03-16,2020-03-20
318,2020-03-16,500000156,604,2020-03-16,2020-03-21
319,2020-03-16,500000484,101,2020-03-16,2020-03-19
320,2020-03-16,500000414,104,2020-03-16,2020-03-22
321,2020-03-16,500000194,107,2020-03-16,2020-03-19
322,2020-03-16,500000112,401,2020-03-16,2020-03-19
323,2020-03-16,500000137,310,2020-03-16,2020-03-19
324,2020-03-17,500000321,506,2020-03-17,2020-03-20
325,2020-03-17,500000163,303,2020-03-17,2020-03-20
326,2020-03-18,500000462,108,2020-03-18,2020-03-23
327,2020-03-18,500000098,308,2020-03-18,2020-03-21
328,2020-03-19,500000079,405,2020-03-19,2020-03-23
329,2020-03-19,500000271,105,2020-03-19,2020-03-22
330,2020-03-19,500000220,508,2020-03-19,2020-03-22
331,2020-03-19,500000369,309,2020-03-19,2020-03-22
332,2020-03-19,500000066,609,2020-03-19,2020-03-21
333,2020-03-19,500000162,408,2020-03-19,2020-03-22
334,2020-03-19,500000319,402,2020-03-19,2020-03-22
335,2020-03-19,500000129,504,2020-03-19,2020-03-24
336,2020-03-19,500000337,509,2020-03-19,2020-03-23
337,2020-03-20,500000154,507,2020-03-20,2020-03-23
338,2020-03-20,500000355,205,2020-03-20,2020-03-25
339,2020-03-20,500000094,204,2020-03-20,2020-03-23
340,2020-03-20,500000366,510,2020-03-20,2020-03-23
341,2020-03-21,500000469,505,2020-03-21,2020-03-24
342,2020-03-21,500000422,501,2020-03-21,2020-03-27
343,2020-03-21,500000348,403,2020-03-21,2020-03-23
344,2020-03-21,500000392,305,2020-03-21,2020-03-24
345,2020-03-21,500000500,209,2020-03-21,2020-03-23
346,2020-03-21,500000349,301,2020-03-21,2020-03-25
347,2020-03-21,500000397,409,2020-03-21,2020-03-28
348,2020-03-23,500000239,603,2020-03-23,2020-03-26
349,2020-03-23,500000051,309,2020-03-23,2020-03-27
350,2020-03-23,500000199,601,2020-03-23,2020-03-26
351,2020-03-23,500000440,105,2020-03-23,2020-03-28
352,2020-03-23,500000313,602,2020-03-23,2020-03-28
353,2020-03-23,500000069,607,2020-03-23,2020-03-26
354,2020-03-23,500000233,609,2020-03-23,2020-03-27
355,2020-03-23,500000175,506,2020-03-23,2020-03-26
356,2020-03-24,500000358,605,2020-03-24,2020-03-27
357,2020-03-24,500000106,204,2020-03-24,2020-03-27
358,2020-03-24,500000347,206,2020-03-24,2020-03-28
359,2020-03-26,500000060,306,2020-03-26,2020-03-28
360,2020-03-26,500000507,101,2020-03-26,2020-03-27
361,2020-03-26,500000159,502,2020-03-26,2020-03-29
362,2020-03-27,500000283,301,2020-03-27,2020-03-31
363,2020-03-27,500000047,109,2020-03-27,2020-04-02
364,2020-03-27,500000411,401,2020-03-27,2020-03-30
365,2020-03-27,500000482,103,2020-03-27,2020-03-30
366,2020-03-27,500000062,607,2020-03-27,2020-03-30
367,2020-03-28,500000071,302,2020-03-28,2020-03-31
368,2020-03-28,500000222,209,2020-03-28,2020-04-01
369,2020-03-28,500000136,110,2020-03-28,2020-04-01
370,2020-03-28,500000279,305,2020-03-28,2020-03-31
371,2020-03-28,500000392,205,2020-03-28,2020-03-31
372,2020-03-28,500000224,403,2020-03-28,2020-03-31
373,2020-03-28,500000214,508,2020-03-28,2020-04-01
374,2020-03-28,500000130,104,2020-03-28,2020-03-31
375,2020-03-28,500000245,309,2020-03-28,2020-03-31
376,2020-03-28,500000274,503,2020-03-28,2020-03-31
377,2020-03-29,500000448,410,2020-03-29,2020-04-02
378,2020-03-29,500000104,107,2020-03-29,2020-04-01
379,2020-03-30,500000095,307,2020-03-30,2020-04-04
380,2020-03-30,500000278,409,2020-03-30,2020-04-01
381,2020-03-30,500000321,408,2020-03-30,2020-04-03
382,2020-03-31,500000353,108,2020-03-31,2020-04-03
383,2020-03-31,500000023,105,2020-03-31,2020-04-02
384,2020-04-02,500000293,507,2020-04-02,2020-04-06
385,2020-04-02,500000197,304,2020-04-02,2020-04-06
386,2020-04-02,500000010,204,2020-04-02,2020-04-04
387,2020-04-02,500000261,210,2020-04-02,2020-04-06
388,2020-04-02,500000062,106,2020-04-02,2020-04-05
389,2020-04-02,500000396,509,2020-04-02,2020-04-05
390,2020-04-02,500000334,508,2020-04-02,2020-04-05
391,2020-04-02,500000074,608,2020-04-02,2020-04-05
392,2020-04-02,500000336,202,2020-04-02,2020-04-05
393,2020-04-03,500000374,110,2020-04-03,2020-04-06
394,2020-04-03,500000014,201,2020-04-03,2020-04-06
395,2020-04-03,500000418,102,2020-04-03,2020-04-06
396,2020-04-03,500000178,609,2020-04-03,2020-04-07
397,2020-04-03,500000125,104,2020-04-03,2020-04-06
398,2020-04-04,500000472,209,2020-04-04,2020-04-07
399,2020-04-04,500000065,308,2020-04-04,2020-04-06
400,2020-04-04,500000034,109,2020-04-04,2020-04-08
401,2020-04-04,500000300,309,2020-04-04,2020-04-08
402,2020-04-04,500000272,305,2020-04-04,2020-04-07
403,2020-04-05,500000304,302,2020-04-05,2020-04-08
404,2020-04-06,500000107,504,2020-04-06,2020-04-11
405,2020-04-06,500000195,303,2020-04-06,2020-04-10
406,2020-04-06,500000099,501,2020-04-06,2020-04-09
407,2020-04-08,500000026,607,2020-04-08,2020-04-11
408,2020-04-08,500000261,102,2020-04-08,2020-04-13
409,2020-04-09,500000208,301,2020-04-09,2020-04-12
410,2020-04-09,500000165,505,2020-04-09,2020-04-12
411,2020-04-09,500000142,305,2020-04-09,2020-04-16
412,2020-04-10,500000036,110,2020-04-10,2020-04-13
413,2020-04-10,500000458,106,2020-04-10,2020-04-14
414,2020-04-10,500000064,604,2020-04-10,2020-04-13
415,2020-04-10,500000503,205,2020-04-10,2020-04-14
416,2020-04-11,500000189,609,2020-04-11,2020-04-15
417,2020-04-11,500000353,404,2020-04-11,2020-04-14
418,2020-04-11,500000217,302,2020-04-11,2020-04-14
419,2020-04-11,500000301,406,2020-04-11,2020-04-16
420,2020-04-11,500000092,105,2020-04-11,2020-04-14
421,2020-04-11,500000323,303,2020-04-11,2020-04-14
422,2020-04-11,500000145,510,2020-04-11,2020-04-14
423,2020-04-11,500000367,606,2020-04-11,2020-04-14
424,2020-04-11,500000314,508,2020-04-11,2020-04-14
425,2020-04-11,500000246,407,2020-04-11,2020-04-15
426,2020-04-13,500000408,610,2020-04-13,2020-04-17
427,2020-04-13,500000111,410,2020-04-13,2020-04-16
428,2020-04-13,500000283,502,2020-04-13,2020-04-17
429,2020-04-13,500000372,409,2020-04-13,2020-04-16
430,2020-04-13,500000473,109,2020-04-13,2020-04-15
431,2020-04-13,500000162,402,2020-04-13,2020-04-15
432,2020-04-13,500000366,602,2020-04-13,2020-04-16
433,2020-04-14,500000426,505,2020-04-14,2020-04-19
434,2020-04-15,500000375,508,2020-04-15,2020-04-18
435,2020-04-15,500000074,104,2020-04-15,2020-04-18
436,2020-04-15,500000355,604,2020-04-15,2020-04-18
437,2020-04-16,500000433,609,2020-04-16,2020-04-19
438,2020-04-16,500000265,306,2020-04-16,2020-04-20
439,2020-04-17,500000467,203,2020-04-17,2020-04-20
440,2020-04-17,500000359,106,2020-04-17,2020-04-19
441,2020-04-17,500000285,304,2020-04-17,2020-04-21
442,2020-04-17,500000388,401,2020-04-17,2020-04-20
443,2020-04-17,500000155,601,2020-04-17,2020-04-20
444,2020-04-17,500000357,510,2020-04-17,2020-04-20
445,2020-04-17,500000137,602,2020-04-17,2020-04-20
446,2020-04-17,500000392,503,2020-04-17,2020-04-20
447,2020-04-17,500000212,406,2020-04-17,2020-04-22
448,2020-04-18,500000060,501,2020-04-18,2020-04-21
449,2020-04-18,500000506,110,2020-04-18,2020-04-22
450,2020-04-18,500000241,606,2020-04-18,2020-04-22
451,2020-04-18,500000257,205,2020-04-18,2020-04-21
452,2020-04-18,500000209,206,2020-04-18,2020-04-22
453,2020-04-18,500000424,603,2020-04-18,2020-04-21
454,2020-04-18,500000038,210,2020-04-18,2020-05-20
455,2020-04-18,500000250,202,2020-04-18,2020-04-21
456,2020-04-19,500000132,309,2020-04-19,2020-04-22
457,2020-04-20,500000349,106,2020-04-20,2020-04-23
458,2020-04-20,500000491,109,2020-04-20,2020-04-23
459,2020-04-20,500000128,307,2020-04-20,2020-04-26
460,2020-04-20,500000020,104,2020-04-20,2020-04-23
461,2020-04-20,500000053,108,2020-04-20,2020-04-25
462,2020-04-21,500000142,510,2020-04-21,2020-04-25
463,2020-04-21,500000087,608,2020-04-21,2020-04-24
464,2020-04-22,500000025,502,2020-04-22,2020-04-25
465,2020-04-22,500000355,402,2020-04-22,2020-04-26
466,2020-04-22,500000375,501,2020-04-22,2020-04-25
467,2020-04-23,500000068,309,2020-04-23,2020-04-26
468,2020-04-23,500000282,306,2020-04-23,2020-04-26
469,2020-04-23,500000379,410,2020-04-23,2020-04-28
470,2020-04-24,500000361,607,2020-04-24,2020-04-27
471,2020-04-24,500000504,603,2020-04-24,2020-04-27
472,2020-04-24,500000337,109,2020-04-24,2020-04-27
473,2020-04-24,500000389,209,2020-04-24,2020-04-28
474,2020-04-24,500000294,110,2020-04-24,2020-04-27
475,2020-04-24,500000494,203,2020-04-24,2020-04-28
476,2020-04-24,500000265,609,2020-04-24,2020-04-28
477,2020-04-24,500000132,204,2020-04-24,2020-04-27
478,2020-04-25,500000065,610,2020-04-25,2020-04-29
479,2020-04-25,500000419,104,2020-04-25,2020-04-28
480,2020-04-25,500000122,303,2020-04-25,2020-04-30
